"artist","track_title","line","lyric","element","element_artist"
"Daddy Yankee","King Daddy",37,"Quiere mambo, azotalo","Coro","Daddy Yankee"
"Daddy Yankee","King Daddy",38,"Quiere mambo, agarralo","Coro","Daddy Yankee"
"Daddy Yankee","King Daddy",39,"Quiere mambo, sueltalo","Coro","Daddy Yankee"
"Daddy Yankee","King Daddy",40,"Da-ddy!","Coro","Daddy Yankee"
"Daddy Yankee","King Daddy",41,"Yo!","Post-Coro","Daddy Yankee"
"Daddy Yankee","King Daddy",42,"Con más peso el segundo verso","Post-Coro","Daddy Yankee"
"Daddy Yankee","King Daddy",43,"Pa' quitarle la mascara a los perversos","Post-Coro","Daddy Yankee"
"Daddy Yankee","King Daddy",44,"Mis soldados con el grito 'e malianteo (Ooh!)","Post-Coro","Daddy Yankee"
"Daddy Yankee","King Daddy",45,"Lo lamento, yo no miento, cada vez que digo un juramento","Verso 2","Daddy Yankee"
"Daddy Yankee","King Daddy",46,"Mañana seras alimento, pa' las aves en el pavimento","Verso 2","Daddy Yankee"
"Daddy Yankee","King Daddy",47,"Pues yo no estoy pa' ponerle el pie a nadie","Verso 2","Daddy Yankee"
"Daddy Yankee","King Daddy",48,"Cruza mi línea y sentiras to's mis barbaries","Verso 2","Daddy Yankee"
"Daddy Yankee","King Daddy",49,"Yo me crezco ante situaciones malas","Verso 2","Daddy Yankee"
"Daddy Yankee","King Daddy",50,"Tu corillo que se busque un par de palas","Verso 2","Daddy Yankee"
"Daddy Yankee","King Daddy",51,"Donde pongo el ojo pongo la bala","Verso 2","Daddy Yankee"
"Daddy Yankee","King Daddy",52,"Ah, tú eres facil, tumbale la cara","Verso 2","Daddy Yankee"
"Daddy Yankee","King Daddy",53,"Ellos actuan como si no supieran","Skit 2","Daddy Yankee"
"Daddy Yankee","King Daddy",54,"Pero ellos saben quien soy","Skit 2","Daddy Yankee"
"Daddy Yankee","King Daddy",55,"Y lo que yo doy en este genero","Skit 2","Daddy Yankee"
"Daddy Yankee","King Daddy",56,"El Cartel Records, man!","Skit 2","Daddy Yankee"
"Daddy Yankee","King Daddy",57,"Tres, dos, uno, ¡trrra!","Skit 2","Daddy Yankee"
"Daddy Yankee","King Daddy",58,"Quiere mambo, azotalo","Coro","Daddy Yankee"
"Daddy Yankee","King Daddy",59,"Quiere mambo, agarralo","Coro","Daddy Yankee"
"Daddy Yankee","King Daddy",60,"Quiere mambo, suenalo","Coro","Daddy Yankee"
"Daddy Yankee","King Daddy",61,"Da-ddy!","Coro","Daddy Yankee"
"Daddy Yankee","King Daddy",62,"Quiere mambo, azotalo","Coro","Daddy Yankee"
"Daddy Yankee","King Daddy",63,"Quiere mambo, agarralo","Coro","Daddy Yankee"
"Daddy Yankee","King Daddy",64,"Quiere mambo, sueltalo","Coro","Daddy Yankee"
"Daddy Yankee","King Daddy",65,"Da-ddy!","Coro","Daddy Yankee"
"Daddy Yankee","King Daddy",66,"Luny Tunes!","Outro","Daddy Yankee"
"Daddy Yankee","King Daddy",67,"Daddy Yankee!","Outro","Daddy Yankee"
"Daddy Yankee","King Daddy",68,"El Cartel Records, man","Outro","Daddy Yankee"
"Daddy Yankee","King Daddy",69,"Los Cangri","Outro","Daddy Yankee"
"Daddy Yankee","King Daddy",70,"Esto es Barrio Fino","Outro","Daddy Yankee"
"Daddy Yankee","King Daddy",71,"Con temor a Dios y sin miedo al hombre","Outro","Daddy Yankee"
"Daddy Yankee","King Daddy",72,"Cangri!","Outro","Daddy Yankee"
"Daddy Yankee","King Daddy",73,"Come on!","Outro","Daddy Yankee"
