"artist","track_title","line","lyric","element","element_artist"
"Daddy Yankee","Dale Caliente",17,"Dale caliente (Dame caliente)","Coro","Daddy Yankee, Glory"
"Daddy Yankee","Dale Caliente",18,"Da-Dale Cliente (Dame caliente)","Coro","Daddy Yankee, Glory"
"Daddy Yankee","Dale Caliente",19,"Da-Dale Cliente (Dame caliente)","Coro","Daddy Yankee, Glory"
"Daddy Yankee","Dale Caliente",20,"Da-Dale Caliente (Papi, dame caliente)","Coro","Daddy Yankee, Glory"
"Daddy Yankee","Dale Caliente",21,"Que llamen al 911, que es tiempo de juego","Verso 1","Daddy Yankee"
"Daddy Yankee","Dale Caliente",22,"Digalen que el Yankee ahora está tirando el fuego","Verso 1","Daddy Yankee"
"Daddy Yankee","Dale Caliente",23,"Pa' las dulce ladies, las furiosa babys","Verso 1","Daddy Yankee"
"Daddy Yankee","Dale Caliente",24,"Ella está pidiendo que le suelte yo mi gravy","Verso 1","Daddy Yankee"
"Daddy Yankee","Dale Caliente",25,"De la rima espesa, pa', no midas fuerza","Verso 1","Daddy Yankee"
"Daddy Yankee","Dale Caliente",26,"Que voy a fundirte todos tus aires de grandeza","Verso 1","Daddy Yankee"
"Daddy Yankee","Dale Caliente",27,"No te busques fuete, soy hacha y machete","Verso 1","Daddy Yankee"
"Daddy Yankee","Dale Caliente",28,"Yo naci pa' esto, no pege de golpe 'e suerte, claro","Verso 1","Daddy Yankee"
"Daddy Yankee","Dale Caliente",29,"Dale caliente (Dame caliente)","Coro","Daddy Yankee, Glory"
"Daddy Yankee","Dale Caliente",30,"Da-Dale Cliente (Dame caliente)","Coro","Daddy Yankee, Glory"
"Daddy Yankee","Dale Caliente",31,"Da-Dale Cliente (Dame caliente)","Coro","Daddy Yankee, Glory"
"Daddy Yankee","Dale Caliente",32,"Da-Dale Caliente (Papi, dame caliente)","Coro","Daddy Yankee, Glory"
"Daddy Yankee","Dale Caliente",33,"Ven y huele, mi candela","Post-Coro","Daddy Yankee, Blacka Nice"
"Daddy Yankee","Dale Caliente",34,"Mira esa morena como activa esa suela (More fire!)","Post-Coro","Daddy Yankee, Blacka Nice"
"Daddy Yankee","Dale Caliente",35,"Más candela, mueve esa tela","Post-Coro","Daddy Yankee, Blacka Nice"
"Daddy Yankee","Dale Caliente",36,"Mi rumba se cuela pa' la piel quemartela (Brra, brra, brra)","Post-Coro","Daddy Yankee, Blacka Nice"
"Daddy Yankee","Dale Caliente",37,"Ven y huele, mi candela","Post-Coro","Daddy Yankee, Blacka Nice"
"Daddy Yankee","Dale Caliente",38,"Mira esa morena como activa esa suela","Post-Coro","Daddy Yankee, Blacka Nice"
"Daddy Yankee","Dale Caliente",39,"Más candela, mueve esa tela","Post-Coro","Daddy Yankee, Blacka Nice"
"Daddy Yankee","Dale Caliente",40,"Mi rumba se cuela pa' la piel quemartela","Post-Coro","Daddy Yankee, Blacka Nice"
"Daddy Yankee","Dale Caliente",41,"¿¡Que!? ¿¡Qué!?","Post-Coro","Daddy Yankee, Blacka Nice"
"Daddy Yankee","Dale Caliente",42,"Dale caliente (Brra, brra, brra)","Coro","Daddy Yankee, Blacka Nice"
"Daddy Yankee","Dale Caliente",43,"Da-Dale Cliente (More fire!)","Da-Dale Cliente ([?] fire)","Daddy Yankee"
"Daddy Yankee","Dale Caliente",44,NA,"Da-Dale Caliente ([?]; Brra, brra, brra)","Daddy Yankee"
"Daddy Yankee","Dale Caliente",45,"Mamá tú no tienes fiebre, pero estás que hierves","Verso 2","Daddy Yankee, Blacka Nice"
"Daddy Yankee","Dale Caliente",46,"Muevete esas nalgas hasta que la tierra tiemble","Verso 2","Daddy Yankee, Blacka Nice"
"Daddy Yankee","Dale Caliente",47,"Nadie sale ileso, siempre sueno grueso","Verso 2","Daddy Yankee, Blacka Nice"
"Daddy Yankee","Dale Caliente",48,"Sigo, repartiendo pasta y queso","Verso 2","Daddy Yankee, Blacka Nice"
"Daddy Yankee","Dale Caliente",49,"Mami sigue suave, dan-do dir-ecto","Verso 2","Daddy Yankee, Blacka Nice"
"Daddy Yankee","Dale Caliente",50,"Dan-dole tú, yo dan-dole a fue-go, dan-dole","Verso 2","Daddy Yankee, Blacka Nice"
"Daddy Yankee","Dale Caliente",51,"Yo soy real, ya que el otro es un fake","Verso 2","Daddy Yankee, Blacka Nice"
"Daddy Yankee","Dale Caliente",52,"Y aquí te va mi syrup 'e pancake","Verso 2","Daddy Yankee, Blacka Nice"
"Daddy Yankee","Dale Caliente",53,"El azuquita va pa' las gatitas","Verso 2","Daddy Yankee, Blacka Nice"
"Daddy Yankee","Dale Caliente",54,"Fundiendo mi letra hasta que el acero derrita","Verso 2","Daddy Yankee, Blacka Nice"
"Daddy Yankee","Dale Caliente",55,"En norte, sur y este, hasta el viejo oeste","Verso 2","Daddy Yankee, Blacka Nice"
"Daddy Yankee","Dale Caliente",56,"Todo estén concientes que cuando le meto es excelente (More fire!)","Verso 2","Daddy Yankee, Blacka Nice"
"Daddy Yankee","Dale Caliente",57,"Dale caliente (Dame caliente)","Coro","Daddy Yankee, Glory"
"Daddy Yankee","Dale Caliente",58,"Da-Dale Cliente (Dame caliente)","Coro","Daddy Yankee, Glory"
"Daddy Yankee","Dale Caliente",59,"Da-Dale Cliente (Dame caliente)","Coro","Daddy Yankee, Glory"
"Daddy Yankee","Dale Caliente",60,"Da-Dale Caliente (Papi, dame caliente)","Coro","Daddy Yankee, Glory"
"Daddy Yankee","Dale Caliente",61,"Ven y huele, mi candela","Post-Coro","Daddy Yankee"
"Daddy Yankee","Dale Caliente",62,"Mira esa morena como activa esa suela","Post-Coro","Daddy Yankee"
"Daddy Yankee","Dale Caliente",63,"Más candela, mueve esa tela","Post-Coro","Daddy Yankee"
"Daddy Yankee","Dale Caliente",64,"Mi rumba se cuela pa' la piel quemartela","Post-Coro","Daddy Yankee"
"Daddy Yankee","Dale Caliente",65,"Ven y huele, mi candela","Post-Coro","Daddy Yankee"
"Daddy Yankee","Dale Caliente",66,"Mira esa morena como activa esa suela","Post-Coro","Daddy Yankee"
"Daddy Yankee","Dale Caliente",67,"Más candela, mueve esa tela","Post-Coro","Daddy Yankee"
"Daddy Yankee","Dale Caliente",68,"Mi rumba se cuela pa' la piel quemartela","Post-Coro","Daddy Yankee"
"Daddy Yankee","Dale Caliente",69,"Daddy!","Coro","Daddy Yankee, Blacka Nice"
"Daddy Yankee","Dale Caliente",70,"¡Barrio Fino!","Coro","Daddy Yankee, Blacka Nice"
"Daddy Yankee","Dale Caliente",71,"Monserrate, DJ Urba y Fido","Coro","Daddy Yankee, Blacka Nice"
"Daddy Yankee","Dale Caliente",72,"Tranquilo pa', esto es lo mío","Coro","Daddy Yankee, Blacka Nice"
"Daddy Yankee","Dale Caliente",73,NA,"You know[?] (Brra, brra, brra)","Daddy Yankee"
