"artist","track_title","line","lyric","element","element_artist"
"Daddy Yankee","Sabor A Melao (Remix)",32,"Mueve tus caderas, muevelas hasta bajo (Ah-ah)","Post-Coro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",33,"Que en la discoteca contigo me enfajo (Ah-ah, ah)","Post-Coro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",34,"Que baile mi Julia, Marta y Carolina","Post-Coro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",35,"Ponganle sabor, porque voy pa' encima (¿Quienes son?)","Post-Coro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",36,"Andy con el Yankee, gozan un montón","Post-Coro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",37,"Mezclando la Salsa (¿Con qué?) con el Reggaeton","Post-Coro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",38,"Pero dale de la'o (Sigue la clave)","Post-Coro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",39,"Dale, pero mira (Dame la clave)","Post-Coro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",40,"Pero dale de la'o, de la'o (Dame la clave)","Post-Coro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",41,"De la'o (¿¡Qué!?)","Post-Coro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",42,"Que mi libreta es una hoya","Verso 2","Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",43,"Que concina la sandunga que le gusta a to'as mis pollas","Verso 2","Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",44,"Pa' la negritas chocolatosas","Verso 2","Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",45,"Pa' las gatas piel canela y la rubia trabuscona","Verso 2","Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",46,"Que le dan duro al sandungeo","Verso 2","Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",47,"Pues saben que en tarima y en el mic yo guapeo","Verso 2","Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",48,"Camino sin miedo aúnque venga un mal de huracán","Verso 2","Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",49,"Soy hombre duro, estaca de guayacán","Verso 2","Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",50,"Es que a la vista uno se encuentra muchos cuentistas","Verso 2","Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",51,"Que pa' el chismeo son tremendos prestamistas","Verso 2","Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",52,"Necio, por eso es que chocas con el tropiezo","Verso 2","Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",53,"Pues te haces sordo al buen proverbio","Verso 2","Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",54,"Ni tus muchas relaciones, ni to'as tus conexiones","Verso 2","Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",55,"Van a parar mis bendiciones","Verso 2","Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",56,"Si mi Dios endulza todo lo que tú me sala'","Verso 2","Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",57,"Mi pana, tú no tienes esta pinta bacana","Verso 2","Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",58,"Pasando el rolo por mucho kilometraje","Pre-Coro","Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",59,"Encendi'o mi tigueraje","Pre-Coro","Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",60,"Dale de la'o, tú tienes el swing con el sabor a mela'o","Coro","Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",61,"Este tiguere ahora sí que va acelera'o, pega'o","Coro","Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",62,"Bailalo conmigo en la esquina, afinca'o","Coro","Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",63,"¡Mueve mami!","Coro","Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",64,"Dale de la'o, tú tienes el swing con el sabor a mela'o","Coro","Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",65,"Este tiguere ahora sí que va acelera'o, pega'o","Coro","Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",66,"Este masacote ahora baja pesa'o","Coro","Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",67,"¡Dile Andy!","Coro","Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",68,"Muévete mulata, pero mueve la cintura (Ah-ah)","Post-Coro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",69,"Muévete bien suave, ponle sabrosura (Ah-ah, ah, ah-ah)","Post-Coro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",70,"Mueve tus caderas, muevelas hasta bajo (Ah-ah)","Post-Coro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",71,"Que en la discoteca contigo me enfajo (Ah-ah, ah)","Post-Coro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",72,"Que baile mi Julia, Marta y Carolina","Post-Coro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",73,"Ponganle sabor, porque voy pa' encima (¿Quienes son?)","Post-Coro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",74,"Andy con el Yankee, gozan un montón","Post-Coro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",75,"Mezclando la Salsa con el Reggaeton","Post-Coro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",76,"Pero dale de la'o (Sigue la clave)","Post-Coro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",77,"Dale, pero mira (Dame la clave)","Post-Coro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",78,"Pero dale de la'o, de la'o (Dame la clave)","Post-Coro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",79,"De la'o","Post-Coro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",80,"(Dale de la'o) Biscochito de titi","Puente","Daddy Yankee, Andy Montañez"
"Daddy Yankee","Sabor A Melao (Remix)",81,"Esos labios de carmín me tienen a mí aloca'o","Puente","Daddy Yankee, Andy Montañez"
"Daddy Yankee","Sabor A Melao (Remix)",82,"(Dale de la'o) Mucho saoco pa' tu acuerpo","Puente","Daddy Yankee, Andy Montañez"
"Daddy Yankee","Sabor A Melao (Remix)",83,"Porque tú lo sabes, negra, tienes sabor a mela'o","Puente","Daddy Yankee, Andy Montañez"
"Daddy Yankee","Sabor A Melao (Remix)",84,"(Dale de la'o) Las hojas blancas están cayendo","Puente","Daddy Yankee, Andy Montañez"
"Daddy Yankee","Sabor A Melao (Remix)",85,"Pero quién no sabe que el acostumbra'o está proba'o","Puente","Daddy Yankee, Andy Montañez"
"Daddy Yankee","Sabor A Melao (Remix)",86,"(Dale de la'o) Mango-Piña pa' las niñas","Puente","Daddy Yankee, Andy Montañez"
"Daddy Yankee","Sabor A Melao (Remix)",87,"Dulce 'e coco pa' las mamis que lo bailan afinca'o","Puente","Daddy Yankee, Andy Montañez"
"Daddy Yankee","Sabor A Melao (Remix)",88,"Dale de la'o","Outro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",89,"Dale, pero mira","Outro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",90,"Pero dale de la'o","Outro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",91,"Dale, pero mira","Outro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",92,"Pero dale de la'o","Outro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",93,"Dale, pero mira (Saoco)","Outro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",94,"Pero dale de la'o (Saoco)","Outro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",95,"Dale, pero mira (Saoco)","Outro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao (Remix)",96,"Pero dale de la'o, de la'o, de la'o (Daddy!)¡Rra!","Outro","Andy Montañez, Daddy Yankee"
